grid;institution_name;country_code;country;region;global_n_s;latitude;longitude;organization_type_id;organization_type;p_full;tncs;mncs;pp_top_prop1;pp_collab;pp_int_collab;pp_top_prop5;pp_top_prop10;pp_top_prop20;pp_top_prop50;native_count;newcomer_count;outgoer_count;total_researcher_count;native_percentage;newcomer_percentage;outgoer_percentage;p_rnk;tncs_rnk;mncs_rnk;pp_collab_rnk;pp_int_collab_rnk;pp_top_prop1_rnk;pp_top_prop5_rnk;pp_top_prop10_rnk;pp_top_prop20_rnk;pp_top_prop50_rnk;native_count_rnk;newcomer_count_rnk;outgoer_count_rnk;total_researcher_count_rnk;native_percentage_rnk;newcomer_percentage_rnk;outgoer_percentage_rnk
grid.8191.1;Cheikh Anta Diop Univ.;SN;Senegal;Africa;Global South;14.6869;-17.4633;3;Education;2221;2014.320;0.907;0.010;0.847;0.797;0.044;0.081;0.174;0.492;575;613;346;1534;37.484;39.961;22.555;2633;2749;2484;600;19;1918;2200;2481;2494;2458;2066;2126;1904;2159;1532;1488;961
grid.7132.7;Chiang Mai Univ.;TH;Thailand;Asia & Pacific;Global South;18.8026;98.9516;3;Education;10948;9917.400;0.906;0.007;0.678;0.447;0.040;0.082;0.175;0.492;1982;1267;1065;4314;45.943;29.370;24.687;753;1033;2489;2335;879;2364;2356;2462;2476;2458;681;1104;681;809;992;2132;610
grid.411239.c;Univ. Federal de Santa Maria;BR;Brazil;South/Latin America;Global South;-29.7135;-53.7162;3;Education;9940;9006.960;0.906;0.005;0.711;0.263;0.034;0.072;0.174;0.512;3895;1445;2276;7616;51.142;18.973;29.885;815;1108;2489;1966;2058;2699;2608;2662;2494;2264;274;970;272;425;741;2750;212
grid.440692.d;Dalian Polytechnic Univ.;CN;China;Asia & Pacific;Global South;38.9722;121.528;3;Education;2430;2201.770;0.906;0.005;0.668;0.211;0.036;0.085;0.182;0.500;1195;222;157;1574;75.921;14.104;9.975;2543;2675;2489;2422;2465;2699;2535;2371;2371;2384;1145;2935;2847;2118;30;2921;2895
grid.412659.d;Sohag Univ.;EG;Egypt;Middle east;Global South;26.5656;31.7078;3;Education;2983;2703.730;0.906;0.009;0.756;0.602;0.040;0.085;0.176;0.497;596;263;152;1011;58.952;26.014;15.035;2287;2521;2489;1474;193;2052;2356;2371;2463;2405;2019;2880;2867;2982;422;2351;2387
grid.80510.3c;Sichuan Agricultural Univ.;CN;China;Asia & Pacific;Global South;29.9788;102.993;3;Education;7792;7056.370;0.906;0.006;0.522;0.198;0.040;0.086;0.178;0.503;3843;433;773;5049;76.114;8.576;15.310;1014;1377;2489;2920;2579;2527;2356;2339;2436;2356;282;2531;923;675;27;2997;2349
grid.8302.9;Ege Univ.;TR;Turkey;Europe;Global North;38.4539;27.2117;3;Education;11527;10434.300;0.905;0.007;0.563;0.242;0.037;0.078;0.165;0.486;2330;933;1315;4578;50.896;20.380;28.724;707;992;2494;2869;2221;2364;2492;2540;2608;2522;563;1513;541;759;755;2681;260
grid.10814.3c;Natl. Univ.  Rosario;AR;Argentina;South/Latin America;Global South;-32.95;-60.6361;3;Education;3039;2746.750;0.904;0.008;0.663;0.423;0.037;0.077;0.172;0.496;581;513;513;1607;36.154;31.923;31.923;2265;2501;2495;2462;1013;2186;2492;2557;2523;2416;2054;2346;1364;2085;1615;1970;141
grid.411991.5;Harbin Normal Univ.;CN;China;Asia & Pacific;Global South;45.7272;126.626;3;Education;2188;1978.070;0.904;0.003;0.686;0.160;0.038;0.085;0.182;0.524;706;158;136;1000;70.600;15.800;13.600;2650;2760;2495;2246;2812;2924;2447;2371;2371;2134;1795;2993;2917;3002;123;2869;2563
grid.413458.f;Guiyang Med. Univ.;CN;China;Asia & Pacific;Global South;26.3754;106.638;3;Education;1730;1562.590;0.903;0.005;0.802;0.221;0.039;0.081;0.185;0.506;808;376;180;1364;59.238;27.566;13.197;2838;2868;2497;968;2389;2699;2401;2481;2329;2329;1602;2667;2764;2386;412;2245;2609
grid.411484.c;Med. Univ.  Lublin;PL;Poland;Europe;Global North;51.2483;22.5488;3;Education;5344;4824.810;0.903;0.009;0.613;0.249;0.039;0.077;0.161;0.494;1632;335;280;2247;72.630;14.909;12.461;1439;1877;2497;2722;2172;2052;2401;2557;2652;2438;847;2754;2215;1561;79;2894;2694
grid.260567.0;Natl. Dong Hwa Univ.;TW;Taiwan;Asia & Pacific;Global North;23.8978;121.542;3;Education;3967;3581.510;0.903;0.009;0.757;0.336;0.034;0.070;0.167;0.496;780;364;208;1352;57.692;26.923;15.385;1891;2236;2497;1459;1523;2052;2608;2709;2588;2416;1654;2691;2615;2405;465;2281;2338
grid.412561.5;Shenyang Pharmaceutical Univ.;CN;China;Asia & Pacific;Global South;41.7698;123.446;3;Education;6761;6103.300;0.903;0.004;0.558;0.149;0.033;0.079;0.179;0.523;3268;356;663;4287;76.231;8.304;15.465;1163;1556;2497;2879;2863;2838;2646;2521;2425;2148;356;2713;1053;817;26;2999;2326
grid.440581.c;North Univ.  China;CN;China;Asia & Pacific;Global South;38.0119;112.443;3;Education;4528;4088.840;0.903;0.008;0.558;0.143;0.041;0.087;0.178;0.483;2135;378;259;2772;77.020;13.636;9.343;1679;2068;2497;2879;2891;2186;2321;2314;2436;2547;622;2657;2311;1278;17;2936;2924
grid.260565.2;Natl. Defense Med. Ctr.;TW;Taiwan;Asia & Pacific;Global North;25.0708;121.596;6;Healthcare;5028;4541.250;0.903;0.003;0.925;0.161;0.029;0.075;0.183;0.557;483;1058;548;2089;23.121;50.646;26.233;1525;1957;2497;155;2807;2924;2797;2601;2364;1774;2253;1337;1276;1667;2270;938;433
grid.9845.0;Univ.  Latvia;LV;Latvia;Europe;Global North;56.951;24.1163;3;Education;3689;3330.910;0.903;0.011;0.706;0.571;0.043;0.080;0.164;0.441;957;488;385;1830;52.295;26.667;21.038;1987;2309;2497;2025;297;1804;2243;2505;2626;2798;1396;2407;1754;1877;689;2304;1238
grid.506076.2;Istanbul Univ. Cerrahpasa;TR;Turkey;Europe;Global North;41.0043;28.9398;3;Education;3055;2758.270;0.903;0.008;0.646;0.219;0.040;0.083;0.162;0.479;357;1368;450;2175;16.414;62.897;20.690;2261;2494;2497;2572;2401;2186;2356;2431;2644;2580;2513;1025;1556;1607;2587;433;1329
grid.412678.e;Soonchunhyang Univ. Hosp.;KR;South Korea;Asia & Pacific;Global North;37.5569;126.993;6;Healthcare;3276;2958.100;0.903;0.007;0.812;0.088;0.035;0.077;0.180;0.529;414;740;224;1378;30.044;53.701;16.255;2154;2421;2497;879;2993;2364;2575;2557;2403;2079;2398;1861;2513;2363;1960;804;2202
grid.6553.5;Ilmenau Univ.  Technology;DE;Germany;Europe;Global North;50.6817;10.9389;3;Education;3557;3209.160;0.902;0.006;0.693;0.446;0.038;0.086;0.184;0.486;1001;423;308;1732;57.795;24.423;17.783;2036;2359;2506;2179;887;2527;2447;2339;2345;2522;1343;2562;2071;1965;460;2449;1938
grid.412573.6;Shiraz Univ.;IR;Iran;Middle east;Global South;29.6397;52.5268;3;Education;12167;10969.100;0.902;0.006;0.557;0.257;0.038;0.085;0.181;0.495;2063;858;1335;4256;48.473;20.160;31.368;669;941;2506;2883;2112;2527;2447;2371;2390;2428;647;1631;533;820;861;2691;162
grid.414905.d;Jackson Memorial Hosp.;US;United States;North America;Global North;25.7921;-80.2131;6;Healthcare;1172;1057.660;0.902;0.009;0.627;0.160;0.046;0.086;0.180;0.476;122;1006;174;1302;9.370;77.266;13.364;2970;2967;2506;2677;2812;2052;2129;2339;2403;2602;2977;1414;2781;2484;2930;61;2592
grid.274504.0;Agricultural Univ.  Hebei;CN;China;Asia & Pacific;Global South;NULL;NULL;3;Education;2439;2198.620;0.901;0.005;0.613;0.214;0.036;0.082;0.189;0.480;1201;220;197;1618;74.227;13.597;12.176;2540;2677;2509;2722;2448;2699;2535;2462;2277;2574;1141;2938;2681;2073;48;2937;2719
grid.255137.7;Dokkyo Med. Univ.;JP;Japan;Asia & Pacific;Global North;36.4731;139.824;3;Education;2966;2671.780;0.901;0.007;0.655;0.139;0.038;0.076;0.166;0.486;455;761;115;1331;34.185;57.175;8.640;2291;2530;2509;2513;2906;2364;2447;2577;2603;2522;2315;1821;2970;2436;1734;655;2947
grid.448834.7;Gebze Technical Univ.;TR;Turkey;Europe;Global North;40.8092;29.3654;3;Education;3338;3008.940;0.901;0.006;0.716;0.329;0.038;0.083;0.176;0.502;447;325;269;1041;42.940;31.220;25.841;2133;2412;2509;1905;1563;2527;2447;2431;2463;2366;2330;2772;2268;2914;1172;2012;478
grid.412091.f;Keimyung Univ.;KR;South Korea;Asia & Pacific;Global North;35.8577;128.486;3;Education;5425;4887.910;0.901;0.005;0.749;0.157;0.031;0.075;0.170;0.519;722;560;325;1607;44.928;34.848;20.224;1416;1854;2509;1564;2830;2699;2730;2601;2550;2188;1771;2244;1996;2085;1055;1800;1448
grid.460200.0;Brazilian Agricultural Res. Corp.;BR;Brazil;South/Latin America;Global South;-15.7105;-47.9096;5;Government;7809;7028.560;0.900;0.007;0.918;0.300;0.033;0.076;0.172;0.493;1577;2290;960;4827;32.670;47.442;19.888;1012;1381;2513;185;1776;2364;2646;2577;2523;2447;888;602;758;713;1831;1078;1527
grid.411408.8;Annamalai Univ.;IN;India;Asia & Pacific;Global South;11.3918;79.7132;3;Education;5498;4950.160;0.900;0.006;0.425;0.180;0.039;0.086;0.190;0.490;1595;216;463;2274;70.141;9.499;20.361;1399;1830;2513;2980;2697;2527;2401;2339;2260;2478;875;2942;1519;1541;135;2995;1416
grid.260542.7;Natl. Chung Hsing Univ.;TW;Taiwan;Asia & Pacific;Global North;24.1225;120.674;3;Education;12067;10855.900;0.900;0.005;0.744;0.219;0.037;0.079;0.175;0.517;2598;1348;838;4784;54.306;28.177;17.517;675;950;2513;1612;2401;2699;2492;2521;2476;2209;485;1039;849;723;611;2205;1987
grid.411691.a;Mersin Univ.;TR;Turkey;Europe;Global North;36.7861;34.5258;3;Education;3450;3097.310;0.898;0.006;0.634;0.265;0.040;0.083;0.179;0.504;610;506;211;1327;45.968;38.131;15.901;2086;2383;2516;2645;2036;2527;2356;2431;2425;2346;1988;2360;2595;2444;991;1607;2259
grid.410821.e;Nippon Med. School;JP;Japan;Asia & Pacific;Global North;35.7211;139.759;3;Education;6331;5682.340;0.898;0.010;0.565;0.132;0.041;0.083;0.175;0.472;707;835;736;2278;31.036;36.655;32.309;1223;1641;2516;2866;2922;1918;2321;2431;2476;2633;1794;1667;972;1536;1906;1701;130
grid.412019.f;Kaohsiung Med. Univ.;TW;Taiwan;Asia & Pacific;Global North;22.6475;120.31;3;Education;14137;12690.100;0.898;0.005;0.927;0.221;0.033;0.076;0.174;0.529;1216;1986;1014;4216;28.843;47.106;24.051;582;810;2516;144;2389;2699;2646;2577;2494;2079;1128;724;709;827;2016;1101;718
grid.411216.1;Federal Univ.  Paraíba;BR;Brazil;South/Latin America;Global South;-7.13643;-34.8456;3;Education;7401;6640.790;0.897;0.007;0.784;0.281;0.035;0.075;0.172;0.493;2465;1605;1260;5330;46.248;30.113;23.640;1058;1446;2519;1151;1926;2364;2575;2601;2523;2447;530;895;571;644;981;2078;799
grid.410543.7;São Paulo State Univ.;BR;Brazil;South/Latin America;Global South;-22.8172;-47.0694;3;Education;38502;34549.200;0.897;0.006;0.703;0.315;0.034;0.076;0.171;0.494;10404;5696;5871;21971;47.353;25.925;26.722;146;304;2519;2071;1658;2527;2608;2577;2533;2438;38;190;43;77;921;2361;386
grid.18048.35;Univ.  Hyderabad;IN;India;Asia & Pacific;Global South;17.4596;78.3313;3;Education;6649;5962.990;0.897;0.006;0.558;0.234;0.039;0.081;0.176;0.493;1231;875;816;2922;42.129;29.945;27.926;1182;1581;2519;2879;2290;2527;2401;2481;2463;2447;1113;1603;872;1197;1230;2094;309
grid.412668.f;Razi Univ.;IR;Iran;Middle east;Global South;34.3903;47.1111;3;Education;5186;4647.860;0.896;0.008;0.634;0.212;0.039;0.078;0.169;0.489;691;324;381;1396;49.499;23.209;27.292;1489;1922;2522;2645;2460;2186;2401;2540;2557;2490;1823;2775;1768;2329;810;2523;348
grid.77642.30;Peoples' Friendship Univ.  Russia;RU;Russia;Europe;Global North;55.6507;37.5019;3;Education;3908;3500.060;0.896;0.013;0.810;0.469;0.045;0.078;0.158;0.411;1351;732;270;2353;57.416;31.109;11.475;1904;2265;2522;899;743;1560;2165;2540;2691;2892;1016;1877;2264;1492;477;2021;2783
grid.416698.4;Natl. Hosp. Organization;JP;Japan;Asia & Pacific;Global North;35.627;139.665;5;Government;1978;1768.360;0.894;0.009;0.815;0.103;0.035;0.082;0.178;0.515;268;1297;144;1709;15.682;75.892;8.426;2740;2812;2524;849;2981;2052;2575;2462;2436;2230;2677;1081;2894;1982;2616;81;2957
grid.265231.1;Tunghai Univ.;TW;Taiwan;Asia & Pacific;Global North;24.178;120.604;3;Education;3135;2801.770;0.894;0.008;0.793;0.273;0.040;0.084;0.167;0.491;585;349;110;1044;56.035;33.429;10.536;2222;2481;2524;1053;1977;2186;2356;2396;2588;2465;2042;2729;2982;2909;532;1887;2849
grid.412502.0;Shahid Beheshti Univ.;IR;Iran;Middle east;Global South;35.8022;51.3933;3;Education;10260;9169.560;0.894;0.007;0.634;0.239;0.037;0.082;0.183;0.497;1678;1294;1120;4092;41.007;31.623;27.371;797;1090;2524;2645;2244;2364;2492;2462;2364;2405;824;1086;644;856;1298;1990;342
grid.411705.6;Tehran Univ.  Med. Sciences;IR;Iran;Middle east;Global South;35.7483;51.3812;3;Education;35222;31479.100;0.894;0.006;0.789;0.219;0.033;0.072;0.162;0.491;5700;4539;5109;15348;37.138;29.574;33.288;172;339;2524;1094;2401;2527;2646;2662;2644;2465;148;265;66;142;1550;2116;112
grid.411512.2;Bangladesh Univ.  Engineering  & Technology;BD;Bangladesh;Asia & Pacific;Global South;23.727;90.3929;3;Education;2254;2015.490;0.894;0.007;0.675;0.466;0.048;0.093;0.172;0.465;864;443;813;2120;40.755;20.896;38.349;2623;2748;2524;2365;759;2364;2039;2184;2523;2690;1509;2507;874;1648;1318;2656;24
grid.29906.34;Akdeniz Univ.;TR;Turkey;Europe;Global North;36.895;30.6511;3;Education;6002;5363.610;0.894;0.010;0.541;0.199;0.040;0.075;0.159;0.470;1057;741;526;2324;45.482;31.885;22.633;1297;1713;2524;2900;2570;1918;2356;2601;2679;2652;1272;1857;1322;1511;1020;1972;952
grid.261356.5;Okayama Univ.;JP;Japan;Asia & Pacific;Global North;34.6899;133.921;3;Education;18682;16684.500;0.893;0.008;0.675;0.241;0.039;0.081;0.173;0.483;3644;2320;2006;7970;45.722;29.109;25.169;438;643;2530;2365;2227;2186;2401;2481;2508;2547;312;594;328;399;1011;2150;552
grid.452253.7;Children's Hosp.  Suzhou Univ.;CN;China;Asia & Pacific;Global South;31.3095;120.639;6;Healthcare;1595;1423.920;0.893;0.005;0.594;0.134;0.026;0.075;0.176;0.545;661;275;195;1131;58.444;24.315;17.241;2891;2909;2530;2785;2916;2699;2871;2601;2463;1914;1874;2860;2692;2744;436;2456;2052
grid.412588.2;Pusan Natl. Univ. Hosp.;KR;South Korea;Asia & Pacific;Global North;35.2349;129.079;6;Healthcare;3198;2854.350;0.893;0.005;0.868;0.091;0.030;0.074;0.177;0.534;303;706;216;1225;24.735;57.633;17.633;2192;2461;2530;469;2992;2699;2769;2626;2452;2028;2605;1928;2560;2598;2203;634;1963
grid.411947.e;Catholic Univ.  Korea;KR;South Korea;Asia & Pacific;Global North;37.5862;127.004;3;Education;19817;17676.200;0.892;0.006;0.733;0.134;0.033;0.079;0.181;0.520;2640;1895;2323;6858;38.495;27.632;33.873;402;607;2533;1713;2916;2527;2646;2521;2390;2176;473;756;264;488;1460;2240;96
grid.412144.6;King Khalid Univ.;SA;Saudi Arabia;Middle east;Global South;18.2495;42.5597;3;Education;4908;4380.220;0.892;0.005;0.823;0.764;0.039;0.081;0.174;0.511;665;621;129;1415;46.997;43.887;9.117;1563;1994;2533;787;31;2699;2401;2481;2494;2277;1866;2109;2938;2306;938;1279;2933
grid.411195.9;Univ. Federal de Goiás;BR;Brazil;South/Latin America;Global South;-16.5972;-49.28;3;Education;8579;7643.040;0.891;0.007;0.760;0.279;0.037;0.079;0.174;0.503;2593;1835;936;5364;48.341;34.210;17.450;930;1287;2535;1420;1939;2364;2492;2521;2494;2356;490;775;774;642;869;1839;2000
grid.260975.f;Niigata Univ.;JP;Japan;Asia & Pacific;Global North;37.8669;138.943;3;Education;12257;10907.600;0.890;0.009;0.725;0.238;0.035;0.075;0.164;0.476;2215;1568;1270;5053;43.835;31.031;25.134;666;944;2536;1811;2255;2052;2575;2601;2626;2602;591;913;562;673;1117;2028;559
grid.31564.35;Karadeniz Technical Univ.;TR;Turkey;Europe;Global North;40.9924;39.7684;3;Education;6111;5440.660;0.890;0.006;0.567;0.173;0.034;0.080;0.181;0.499;1138;505;562;2205;51.610;22.903;25.488;1265;1694;2536;2859;2742;2527;2608;2505;2390;2389;1202;2369;1236;1580;725;2535;522
grid.418514.d;Inst. Butantan;BR;Brazil;South/Latin America;Global South;-23.5677;-46.7181;4;Facility;2765;2460.390;0.890;0.007;0.834;0.289;0.036;0.080;0.169;0.497;458;429;328;1215;37.696;35.309;26.996;2400;2588;2536;698;1851;2364;2535;2505;2557;2405;2304;2546;1986;2613;1515;1766;364
grid.411598.0;Federal Univ. Foundation  Rio Gr &e;BR;Brazil;South/Latin America;Global South;-32.0721;-52.171;3;Education;2832;2518.350;0.889;0.006;0.706;0.291;0.037;0.078;0.169;0.487;622;1370;775;2767;22.479;49.512;28.009;2364;2573;2539;2025;1832;2527;2492;2540;2557;2512;1958;1021;921;1279;2299;986;301
grid.419303.c;Slovak Academy  Sciences;SK;Slovakia;Europe;Global North;48.1548;17.1058;5;Government;3474;3089.580;0.889;0.009;0.802;0.569;0.039;0.078;0.172;0.474;266;1029;444;1739;15.296;59.172;25.532;2073;2386;2539;968;300;2052;2401;2540;2523;2624;2689;1379;1578;1961;2641;577;515
grid.411643.5;Inner Mongolia Univ.;CN;China;Asia & Pacific;Global South;40.8131;111.69;3;Education;3312;2945.670;0.889;0.006;0.618;0.215;0.036;0.084;0.180;0.494;1658;368;260;2286;72.528;16.098;11.374;2143;2427;2539;2711;2440;2527;2535;2396;2403;2438;834;2686;2309;1534;81;2857;2789
grid.411846.e;Guangdong Ocean Univ.;CN;China;Asia & Pacific;Global South;21.1455;110.302;3;Education;2450;2179.100;0.889;0.007;0.709;0.227;0.041;0.085;0.178;0.479;831;265;135;1231;67.506;21.527;10.967;2536;2687;2539;1991;2335;2364;2321;2371;2436;2580;1561;2874;2920;2591;194;2622;2814
grid.411509.8;Bangab &hu Sheikh Mujib Med. Univ.;BD;Bangladesh;Asia & Pacific;Global South;23.7399;90.3949;3;Education;609;541.293;0.889;0.015;0.657;0.438;0.042;0.078;0.135;0.402;766;264;184;1214;63.097;21.746;15.157;3001;3001;2539;2494;936;1336;2283;2540;2867;2908;1678;2876;2735;2616;311;2611;2369
grid.412127.3;Natl. Yunlin Univ.  Science  & Technology;TW;Taiwan;Asia & Pacific;Global North;23.692;120.535;3;Education;3189;2831.010;0.888;0.005;0.683;0.225;0.034;0.085;0.172;0.505;838;241;145;1224;68.464;19.690;11.846;2198;2471;2544;2276;2352;2699;2608;2371;2523;2337;1550;2907;2888;2599;172;2709;2756
grid.174567.6;Nagasaki Univ.;JP;Japan;Asia & Pacific;Global North;32.7861;129.866;3;Education;11096;9854.870;0.888;0.008;0.710;0.299;0.033;0.074;0.163;0.495;1796;1667;1242;4705;38.172;35.430;26.397;738;1038;2544;1978;1784;2186;2646;2626;2634;2428;768;868;578;740;1487;1760;414
grid.417929.0;Indian Association  Cultivation  Science;IN;India;Asia & Pacific;Global South;22.5003;88.3689;3;Education;5516;4900.110;0.888;0.005;0.499;0.222;0.032;0.079;0.185;0.520;571;432;522;1525;37.443;28.328;34.230;1394;1848;2544;2940;2380;2699;2684;2521;2329;2176;2072;2536;1336;2173;1534;2199;91
grid.412265.6;Kharazmi Univ.;IR;Iran;Middle east;Global South;35.7045;51.4267;3;Education;3458;3066.130;0.887;0.007;0.711;0.226;0.036;0.079;0.175;0.488;556;388;310;1254;44.338;30.941;24.721;2080;2395;2547;1966;2341;2364;2535;2521;2476;2500;2100;2639;2060;2550;1088;2029;603
grid.440438.f;Universiti Malaysia Pahang;MY;Malaysia;Asia & Pacific;Global South;3.5437;103.429;3;Education;4462;3959.600;0.887;0.012;0.642;0.409;0.052;0.093;0.173;0.423;1247;575;302;2124;58.710;27.072;14.219;1697;2109;2547;2602;1096;1668;1893;2184;2508;2866;1100;2212;2119;1644;428;2270;2493
grid.264580.d;Tamkang Univ.;TW;Taiwan;Asia & Pacific;Global North;25.175;121.449;3;Education;4308;3818.010;0.886;0.008;0.716;0.322;0.035;0.077;0.174;0.483;895;379;226;1500;59.667;25.267;15.067;1751;2153;2549;1905;1613;2186;2575;2557;2494;2547;1475;2653;2505;2203;400;2397;2384
grid.258676.8;Konkuk Univ.;KR;South Korea;Asia & Pacific;Global North;37.5419;127.076;3;Education;16909;14988.900;0.886;0.006;0.721;0.253;0.038;0.079;0.174;0.492;3067;1604;905;5576;55.004;28.766;16.230;481;692;2549;1854;2145;2527;2447;2521;2494;2458;394;897;798;623;571;2170;2205
grid.412504.6;Shahid Chamran Univ.  Ahvaz;IR;Iran;Middle east;Global South;31.3039;48.6563;3;Education;3512;3111.050;0.886;0.007;0.551;0.195;0.037;0.085;0.176;0.478;725;300;256;1281;56.596;23.419;19.984;2052;2379;2549;2888;2595;2364;2492;2371;2463;2585;1768;2817;2327;2509;505;2511;1509
grid.271300.7;Federal Univ.  Para;BR;Brazil;South/Latin America;Global South;-1.47435;-48.4532;3;Education;7265;6432.450;0.885;0.006;0.770;0.335;0.033;0.068;0.157;0.475;2587;2109;1103;5799;44.611;36.368;19.021;1075;1482;2552;1312;1529;2527;2646;2745;2701;2613;493;662;655;596;1079;1721;1704
grid.412661.6;Université de Yaoundé I;CM;Cameroon;Africa;Global South;3.85743;11.5014;3;Education;5573;4933.750;0.885;0.006;0.852;0.659;0.035;0.075;0.168;0.491;1177;586;819;2582;45.585;22.696;31.720;1383;1841;2552;567;98;2527;2575;2601;2575;2465;1168;2190;867;1373;1014;2552;149
grid.418363.b;Central Drug Res. Inst.;IN;India;Asia & Pacific;Global South;26.9432;80.9393;4;Facility;3461;3060.650;0.884;0.003;0.575;0.123;0.031;0.077;0.173;0.511;784;334;635;1753;44.723;19.053;36.224;2079;2398;2554;2848;2947;2924;2730;2557;2508;2277;1646;2755;1104;1951;1067;2746;53
grid.412027.2;Kaohsiung Med. Univ. Chung-Ho Memorial Hosp.;TW;Taiwan;Asia & Pacific;Global North;22.6457;120.31;6;Healthcare;7451;6585.630;0.884;0.005;0.963;0.185;0.032;0.075;0.175;0.532;444;1103;505;2052;21.637;53.752;24.610;1050;1456;2554;39;2664;2699;2684;2601;2476;2052;2338;1283;1383;1695;2338;802;621
grid.411324.1;Lebanese Univ.;LB;Lebanon;Middle east;Global South;33.8278;35.5222;3;Education;4056;3584.930;0.884;0.008;0.830;0.698;0.034;0.081;0.171;0.500;821;728;449;1998;41.091;36.436;22.473;1862;2234;2554;725;69;2186;2608;2481;2533;2384;1574;1886;1561;1728;1290;1717;973
grid.11374.30;Univ.  Nis;RS;Serbia;Europe;Global North;43.323;21.8959;3;Education;4509;3983.820;0.884;0.005;0.640;0.405;0.041;0.084;0.183;0.475;1010;389;299;1698;59.482;22.909;17.609;1689;2103;2554;2613;1121;2699;2321;2396;2364;2613;1325;2635;2135;1993;407;2534;1969
grid.265061.6;Tokai Univ.;JP;Japan;Asia & Pacific;Global North;35.6645;139.685;3;Education;8591;7597.650;0.884;0.010;0.743;0.253;0.039;0.076;0.160;0.456;1698;1281;650;3629;46.790;35.299;17.911;928;1296;2554;1627;2145;1918;2401;2577;2670;2738;814;1096;1075;974;948;1767;1916
grid.263518.b;Shinshu Univ.;JP;Japan;Asia & Pacific;Global North;36.2513;137.978;3;Education;10372;9173.740;0.884;0.008;0.686;0.267;0.037;0.075;0.159;0.464;2053;1290;841;4184;49.068;30.832;20.100;790;1089;2554;2246;2022;2186;2492;2601;2679;2694;650;1088;845;838;835;2035;1483
grid.418333.e;Romanian Academy;RO;Romania;Europe;Global North;44.4458;26.0898;1;Archive;5950;5252.070;0.883;0.008;0.777;0.488;0.037;0.078;0.167;0.468;699;699;404;1802;38.790;38.790;22.420;1314;1743;2560;1236;640;2186;2492;2540;2588;2666;1805;1934;1699;1907;1442;1564;982
grid.5633.3;Adam Mickiewicz Univ. in Poznan;PL;Poland;Europe;Global North;52.4088;16.9154;3;Education;11553;10201.700;0.883;0.009;0.644;0.404;0.037;0.078;0.166;0.466;1686;552;629;2867;58.807;19.254;21.939;705;1013;2560;2588;1125;2052;2492;2540;2603;2684;818;2266;1117;1219;426;2739;1070
grid.482503.8;Natl. Inst.s  Quantum  & Radiological Science  & Technology;JP;Japan;Asia & Pacific;Global North;35.6354;140.102;4;Facility;4819;4255.730;0.883;0.008;0.806;0.325;0.036;0.076;0.168;0.473;352;1174;232;1758;20.023;66.780;13.197;1591;2028;2560;946;1584;2186;2535;2577;2575;2628;2521;1181;2474;1942;2407;282;2609
grid.412509.b;Sh &ong Univ.  Technology;CN;China;Asia & Pacific;Global South;36.8106;117.995;3;Education;4159;3667.730;0.882;0.006;0.654;0.188;0.035;0.079;0.180;0.496;1783;589;300;2672;66.729;22.043;11.228;1819;2207;2563;2521;2645;2527;2575;2521;2403;2416;773;2183;2132;1320;219;2588;2797
grid.10822.39;Univ.  Novi Sad;RS;Serbia;Europe;Global North;45.2421;19.8286;3;Education;7847;6923.280;0.882;0.006;0.618;0.417;0.037;0.078;0.173;0.494;2405;841;557;3803;63.240;22.114;14.646;1008;1395;2563;2711;1053;2527;2492;2540;2508;2438;545;1659;1252;931;308;2585;2434
grid.427788.6;Amrita Inst.  Med. Sciences  & Res. Ctr.;IN;India;Asia & Pacific;Global South;10.0332;76.2934;6;Healthcare;2035;1795.780;0.882;0.010;0.441;0.195;0.048;0.085;0.160;0.446;535;332;313;1180;45.339;28.136;26.525;2724;2805;2563;2976;2595;1918;2039;2371;2670;2777;2147;2760;2051;2672;1030;2210;404
grid.449488.d;Biju Patnaik Univ.  Technology;IN;India;Asia & Pacific;Global South;22.2469;84.8194;3;Education;1462;1288.880;0.882;0.006;0.783;0.208;0.046;0.086;0.174;0.475;358;454;219;1031;34.724;44.035;21.242;2925;2936;2563;1160;2496;2527;2129;2339;2494;2613;2511;2479;2536;2937;1705;1270;1189
grid.20736.30;Federal Univ.  Paraná;BR;Brazil;South/Latin America;Global South;-25.4289;-49.2675;3;Education;15439;13601.900;0.881;0.008;0.710;0.304;0.035;0.073;0.158;0.476;4400;3115;2412;9927;44.324;31.379;24.297;542;760;2567;1978;1746;2186;2575;2643;2691;2602;226;418;248;296;1091;2001;675
grid.411678.d;Bharathidasan Univ.;IN;India;Asia & Pacific;Global South;10.7765;78.6959;3;Education;5280;4646.830;0.880;0.005;0.643;0.295;0.039;0.084;0.184;0.502;1218;424;527;2169;56.155;19.548;24.297;1460;1923;2568;2594;1811;2699;2401;2396;2345;2366;1123;2558;1321;1612;523;2718;675
grid.413021.5;Yazd Univ.;IR;Iran;Middle east;Global South;31.833;54.3577;3;Education;3613;3177.850;0.880;0.006;0.626;0.259;0.041;0.082;0.173;0.497;618;400;311;1329;46.501;30.098;23.401;2008;2364;2568;2680;2093;2527;2321;2462;2508;2405;1966;2617;2057;2439;966;2081;836
